aX,aY,aZ,gX,gY,gZ
-1.970,0.958,2.227,10.864,-496.338,71.899
-2.216,0.868,3.401,-16.663,-535.156,63.660
-2.371,1.511,4.000,-117.493,-546.387,79.529
-1.969,2.142,4.000,-120.239,-461.487,82.092
-1.734,1.689,4.000,-54.932,-221.313,42.175
-1.494,1.086,4.000,27.588,59.692,2.869
-1.121,0.860,2.667,53.650,186.096,-0.488
-0.568,0.340,1.775,57.434,216.248,-3.723
0.000,0.143,1.100,49.438,217.773,6.714
0.303,-0.001,0.571,29.846,211.243,8.972
0.418,-0.112,0.099,10.315,196.899,10.071
0.564,0.167,-0.170,-28.992,155.212,17.517
0.434,0.617,-0.153,-41.504,89.722,10.620
0.183,0.839,0.238,-25.146,3.784,-7.629
0.005,0.796,1.011,-8.423,-74.707,-29.358
-0.052,0.536,1.820,4.517,-122.314,-44.373
-0.206,0.563,2.671,-23.743,-125.549,-37.170
-0.230,0.727,3.144,-26.245,-65.735,-25.330
-0.208,0.702,2.837,24.963,34.668,-25.085
-0.233,0.560,2.110,57.434,128.784,-30.029
-0.201,0.394,1.367,63.110,179.199,-34.790
-0.070,0.459,0.945,41.138,182.312,-31.982
-0.022,0.536,0.763,22.766,156.128,-35.461
0.001,0.501,0.777,27.344,120.728,-44.617
0.017,0.348,0.970,32.349,91.675,-54.138
0.071,0.261,1.191,26.855,80.139,-59.326
0.075,0.249,1.308,29.175,87.708,-60.852
0.058,0.287,1.285,28.259,110.779,-59.143
0.080,0.245,1.104,32.898,134.338,-56.519
0.106,0.207,0.919,39.185,151.123,-54.199
0.122,0.225,0.751,42.419,157.349,-51.208
0.149,0.200,0.651,43.457,154.724,-50.964
0.179,0.144,0.568,41.626,146.912,-53.223
0.203,0.117,0.543,36.194,136.475,-55.908
0.230,0.110,0.552,28.259,127.441,-58.350
0.251,0.109,0.583,22.339,122.864,-60.059
0.283,0.121,0.574,19.958,123.230,-61.218
0.311,0.071,0.536,20.630,127.380,-61.829
0.324,0.050,0.485,23.193,131.775,-60.547
0.334,0.057,0.424,25.574,134.277,-57.922
0.367,0.056,0.365,29.541,135.193,-56.458
0.397,0.002,0.298,34.180,133.301,-56.946
0.432,-0.067,0.246,35.583,127.869,-57.068
0.444,-0.142,0.214,36.072,119.812,-57.129
0.454,-0.162,0.216,32.043,109.802,-56.213
0.480,-0.183,0.237,25.879,99.854,-56.335
0.507,-0.263,0.266,18.982,91.980,-57.434
0.508,-0.304,0.296,11.658,87.830,-55.420
0.500,-0.273,0.328,2.930,86.426,-50.415
0.510,-0.252,0.354,-4.700,87.097,-46.448
0.553,-0.111,0.369,-8.423,90.088,-41.931
0.543,-0.101,0.363,-3.540,92.163,-39.795
0.568,-0.141,0.343,5.188,91.309,-39.001
0.616,-0.101,0.328,10.620,88.501,-37.048
0.639,-0.104,0.312,16.968,84.351,-36.926
0.642,-0.111,0.308,22.400,78.552,-38.086
0.683,-0.143,0.300,23.682,71.777,-39.307
0.629,-0.204,0.325,24.170,66.345,-42.236
0.594,-0.249,0.360,15.808,59.875,-42.969
0.594,-0.281,0.438,5.432,53.772,-44.006
0.596,-0.348,0.498,-11.780,52.551,-44.800
0.559,-0.354,0.522,-28.625,57.373,-43.701
0.569,-0.169,0.519,-46.082,66.589,-38.513
0.723,-0.010,0.438,-49.011,77.576,-36.682
0.833,0.138,0.387,-47.241,86.853,-37.903
0.778,0.085,0.312,-31.250,87.891,-43.884
0.807,0.011,0.217,-1.221,82.520,-48.706
0.805,-0.010,0.155,20.508,74.951,-51.575
,,,,,
0.427,-1.638,0.579,85.876,81.116,157.959
0.466,-1.658,0.613,88.989,77.515,166.992
0.434,-1.684,0.645,86.914,76.904,176.636
0.361,-1.616,0.533,75.867,78.125,187.317
0.229,-1.669,0.297,61.951,83.069,196.899
0.166,-1.249,0.183,61.462,83.862,205.017
0.278,-1.189,0.048,57.434,70.068,206.604
0.313,-1.212,0.015,69.946,59.937,199.158
0.348,-1.347,-0.046,84.534,54.199,193.237
0.406,-1.389,0.079,95.642,42.175,193.298
0.427,-1.482,0.167,124.329,28.992,196.228
0.481,-1.664,0.168,178.223,24.048,199.707
0.667,-1.093,0.078,242.615,21.790,205.444
0.926,-0.194,-0.002,223.572,-3.784,211.121
0.774,-0.241,0.263,105.103,-9.277,188.354
0.523,-1.293,0.140,99.915,-0.427,142.395
0.482,-2.000,0.027,153.320,19.897,127.686
0.570,-1.622,-0.211,116.089,40.649,155.823
0.487,-0.995,-0.251,40.222,40.527,180.725
0.469,-0.820,-0.407,-2.319,46.021,172.668
0.589,-1.017,-0.642,30.029,50.781,147.156
0.649,-1.142,-0.888,3.662,54.871,134.827
0.576,-0.754,-0.801,-73.547,44.006,142.090
0.344,-0.551,-0.773,-41.443,1.953,131.775
0.376,-0.831,-0.774,25.940,-33.875,106.934
0.359,-1.071,-0.666,66.467,-48.279,97.412
0.307,-1.149,-0.536,51.636,-57.678,108.215
0.255,-1.094,-0.404,37.537,-56.763,121.460
0.357,-0.705,-0.423,2.991,-46.509,132.446
0.191,-1.112,-0.465,-65.979,-22.217,128.662
0.198,-0.917,-0.582,-7.874,-22.583,125.793
0.203,-0.755,-0.745,17.456,-20.996,127.502
0.116,-0.927,-0.709,-25.757,-27.710,128.174
0.168,-0.868,-0.859,26.978,-47.424,122.620
0.240,-0.765,-0.875,43.457,-67.444,120.972
-0.044,-1.008,-0.840,19.653,-91.553,131.592
-0.316,-1.359,-0.867,11.536,-105.469,140.015
-0.369,-1.121,-0.885,-2.747,-108.032,157.715
-0.170,-0.583,-0.968,-44.739,-103.149,170.166
-0.062,-0.225,-0.927,-46.692,-101.624,162.292
0.007,-0.301,-0.987,-18.738,-116.211,139.709
-0.052,-0.413,-0.925,6.348,-145.996,126.892
-0.204,-0.463,-0.763,10.925,-170.105,124.695
-0.274,-0.374,-0.579,6.348,-183.289,126.587
-0.249,-0.187,-0.453,-1.770,-182.800,127.930
-0.207,-0.148,-0.380,2.075,-178.650,124.329
-0.193,-0.340,-0.410,19.897,-173.767,118.469
-0.171,-0.413,-0.434,21.362,-173.096,121.338
-0.154,-0.304,-0.440,9.888,-175.171,129.456
-0.167,-0.210,-0.472,0.549,-178.040,134.460
-0.157,-0.186,-0.552,4.272,-181.702,132.812
-0.211,-0.295,-0.648,10.132,-186.157,128.235
-0.237,-0.227,-0.710,6.409,-194.519,127.930
-0.236,0.063,-0.658,-1.587,-210.510,130.676
-0.303,0.125,-0.539,10.132,-232.117,127.563
-0.323,0.084,-0.329,28.137,-256.470,120.972
-0.309,0.121,-0.124,36.987,-275.879,118.896
-0.386,-0.115,0.036,45.593,-283.813,115.540
-0.379,-0.307,0.115,49.011,-278.259,116.455
-0.382,-0.354,0.078,28.503,-259.033,126.160
-0.388,-0.295,-0.016,9.766,-232.727,139.221
-0.352,-0.185,-0.232,-3.479,-207.825,151.978
-0.285,0.072,-0.433,-6.104,-197.327,160.828
-0.337,0.310,-0.536,7.874,-216.309,161.926
-0.606,0.432,-0.383,31.738,-261.230,154.053
-1.051,0.496,0.001,45.715,-318.604,142.273
-0.982,0.362,0.508,50.964,-370.789,131.775
-1.286,0.514,1.197,43.579,-417.786,127.441
-1.404,0.806,1.879,16.785,-443.970,124.390
-1.535,0.912,2.503,8.545,-450.439,116.394
-1.686,0.822,3.421,-25.757,-447.083,106.567
-1.869,1.729,4.000,-116.150,-421.570,116.028
-1.907,2.323,4.000,-102.905,-351.868,102.173
-1.875,1.939,4.000,-73.181,-202.271,48.584
-1.569,1.933,4.000,-26.978,9.338,10.864
-1.066,1.668,3.190,9.705,154.785,-15.869
-0.679,0.895,2.152,31.738,215.393,-42.908
-0.087,0.256,1.346,47.302,251.770,-45.593
0.398,-0.203,0.506,57.129,291.931,-30.151
0.710,-0.494,-0.281,28.748,319.153,-16.541
0.834,-0.425,-1.084,-15.564,311.218,-9.216
0.773,0.095,-1.606,-26.245,238.220,-4.944
0.436,0.820,-1.496,-34.058,97.717,-11.169
0.049,1.023,-0.500,-30.212,-79.956,-37.537
-0.253,0.926,0.990,-1.038,-236.633,-62.439
-0.561,0.635,2.695,-0.427,-336.121,-68.298
-0.700,0.667,4.000,-75.439,-351.074,-45.654
-0.496,1.333,4.000,-32.227,-216.675,-13.000
-0.620,0.956,3.995,45.959,92.346,-36.316
-0.604,0.670,2.205,104.736,313.354,-62.988
-0.353,0.531,1.000,83.557,369.080,-64.575
-0.125,0.264,0.405,48.096,344.666,-69.458
0.077,0.143,0.058,16.296,291.687,-69.824
0.231,0.164,-0.061,23.804,233.337,-69.031
0.339,0.075,-0.059,21.057,177.307,-75.562
0.394,-0.062,0.140,32.043,130.127,-80.627
0.394,-0.078,0.396,19.958,102.539,-78.918
0.427,-0.032,0.665,12.512,92.468,-74.219
0.415,0.023,0.853,-0.793,100.830,-69.275
0.437,0.003,0.822,5.005,121.338,-65.979
0.424,-0.073,0.596,12.451,146.240,-64.026
0.442,-0.076,0.327,10.498,166.077,-60.608
0.467,-0.041,0.071,5.493,175.903,-58.228
0.485,-0.011,-0.112,1.953,172.241,-56.885
0.488,-0.013,-0.254,6.165,156.921,-57.312
0.504,-0.037,-0.309,15.564,131.287,-59.082
0.528,-0.050,-0.289,19.470,99.548,-59.998
0.525,-0.081,-0.126,20.081,67.627,-60.242
0.520,-0.134,0.101,22.461,41.992,-58.777
0.543,-0.145,0.364,19.531,26.855,-55.969
0.565,-0.089,0.603,0.793,24.597,-53.284
0.568,-0.031,0.741,-8.606,34.241,-51.880
0.556,0.024,0.745,-11.108,51.331,-52.185
0.534,0.104,0.666,-4.333,66.223,-53.162
0.494,0.058,0.544,7.874,75.378,-55.847
0.478,-0.065,0.463,21.729,77.026,-57.312
0.499,-0.135,0.425,26.123,74.097,-54.382
0.502,-0.219,0.450,26.428,69.824,-49.866
0.517,-0.306,0.514,24.719,65.369,-44.983
,,,,,
0.164,-1.993,0.348,107.910,109.192,169.434
0.079,-1.195,0.301,135.437,93.079,194.458
0.196,-1.141,0.231,165.344,69.458,196.716
0.275,-1.285,0.131,214.233,56.335,184.509
0.266,-1.229,0.100,186.584,57.739,184.753
0.344,-1.237,0.073,200.073,65.796,179.932
0.504,-1.162,-0.291,212.708,69.092,173.584
0.470,-1.323,-0.463,97.656,92.407,166.809
0.262,-1.468,-0.483,-4.211,107.788,165.771
0.213,-1.931,-0.368,90.210,54.565,159.729
0.464,-1.788,-0.404,166.870,5.005,169.250
0.547,-1.477,-0.210,121.460,-22.766,187.744
0.401,-1.289,-0.027,69.031,-31.921,200.134
0.440,-1.245,0.019,70.557,-29.724,197.510
0.507,-1.158,-0.021,72.937,-15.747,192.505
0.714,-0.830,-0.185,60.486,-1.221,185.852
0.158,-1.409,-0.529,20.874,18.921,173.523
0.348,-1.371,-0.464,-40.405,33.691,171.021
0.397,-0.832,-0.800,48.584,9.277,171.387
0.482,-0.574,-0.578,43.518,-24.353,165.405
0.398,-0.771,-0.560,22.766,-41.382,152.039
0.406,-0.985,-0.492,57.129,-56.763,135.681
0.481,-0.836,-0.493,57.678,-64.819,136.230
0.351,-0.702,-0.390,40.588,-73.853,143.127
0.281,-0.825,-0.402,43.274,-77.698,141.113
0.245,-0.931,-0.449,37.964,-74.463,140.137
0.263,-0.922,-0.517,27.954,-70.801,141.663
0.289,-0.729,-0.580,7.080,-67.993,143.616
0.327,-0.622,-0.565,-16.968,-67.993,139.099
0.395,-0.530,-0.609,-16.479,-72.266,128.357
0.357,-0.539,-0.564,-13.306,-79.102,120.667
0.333,-0.551,-0.547,-6.775,-87.524,115.723
0.295,-0.610,-0.520,-3.601,-92.407,112.427
0.250,-0.588,-0.482,-11.658,-92.651,112.000
0.239,-0.548,-0.480,-13.428,-91.553,111.023
0.276,-0.530,-0.483,-11.536,-91.309,110.291
0.285,-0.606,-0.492,-7.812,-93.750,109.558
0.300,-0.654,-0.505,-6.409,-96.741,110.535
0.306,-0.572,-0.498,-15.381,-99.060,113.586
0.267,-0.442,-0.487,-25.391,-102.051,114.319
0.247,-0.386,-0.483,-23.987,-103.577,110.474
0.249,-0.374,-0.503,-18.127,-106.750,105.774
0.180,-0.439,-0.511,-11.169,-111.328,102.783
0.093,-0.454,-0.496,-5.249,-115.540,102.966
0.046,-0.475,-0.513,-1.099,-118.652,105.652
0.007,-0.503,-0.548,6.653,-119.263,108.337
0.004,-0.549,-0.649,7.629,-121.033,111.206
0.006,-0.568,-0.749,11.780,-126.709,115.173
-0.007,-0.506,-0.842,10.559,-137.085,119.934
-0.038,-0.322,-0.849,8.484,-155.029,122.437
-0.079,-0.177,-0.782,13.428,-178.467,119.690
-0.118,-0.191,-0.658,24.231,-200.684,113.342
-0.180,-0.281,-0.547,36.560,-216.553,109.619
-0.214,-0.344,-0.495,38.452,-224.731,111.023
-0.226,-0.451,-0.516,32.654,-228.210,115.784
-0.256,-0.543,-0.593,19.470,-231.384,122.742
-0.295,-0.369,-0.592,-7.812,-236.023,133.728
-0.304,-0.034,-0.557,-33.813,-241.760,141.235
-0.297,0.096,-0.519,-38.696,-245.544,138.916
-0.314,0.026,-0.457,-23.437,-249.329,132.141
-0.296,0.162,-0.390,-13.550,-258.240,132.324
-0.329,0.429,-0.247,-2.502,-273.132,134.766
-0.421,0.498,-0.009,20.569,-292.358,129.700
-0.561,0.284,0.188,47.729,-312.683,120.911
-0.787,0.038,0.419,57.068,-325.684,116.211
-0.843,-0.085,0.648,44.312,-329.163,121.460
-0.712,0.035,0.828,21.057,-321.594,139.038
-0.828,0.335,0.992,8.057,-313.293,150.208
-0.814,0.374,1.137,-2.808,-298.340,145.569
-0.768,0.296,1.229,2.625,-280.823,135.742
-0.818,0.432,1.357,-14.648,-271.484,135.559
-1.052,0.732,1.540,-27.039,-270.508,137.817
-1.185,1.045,1.776,-26.306,-282.898,134.766
-1.639,1.278,2.223,-20.508,-316.772,120.483
-2.079,1.379,2.970,-5.676,-366.455,99.121
-2.312,1.339,4.000,-37.292,-419.128,83.069
-2.253,2.261,4.000,-78.979,-398.987,83.374
-2.078,1.830,4.000,-7.263,-199.097,50.903
-1.695,0.908,4.000,20.630,161.926,-17.883
-0.930,0.911,2.157,34.302,340.942,-32.227
-0.406,0.914,1.122,18.005,384.888,-29.846
0.020,0.455,0.197,4.333,382.263,-39.368
0.359,0.112,-0.386,-13.916,359.436,-42.175
0.532,0.137,-1.040,-4.578,319.763,-33.569
0.685,0.266,-1.433,1.282,244.812,-30.029
0.701,0.165,-1.418,13.672,141.785,-45.227
0.450,0.003,-0.923,16.174,21.423,-55.664
0.334,-0.010,-0.100,10.498,-79.895,-50.842
0.274,0.263,0.802,2.319,-143.127,-39.612
0.127,0.497,1.568,3.967,-171.814,-36.011
0.103,0.300,2.346,-4.761,-166.138,-38.818
-0.081,0.320,2.845,-26.245,-116.577,-36.865
-0.185,0.612,2.886,-0.854,-27.710,-28.198
-0.192,0.457,2.342,28.381,67.871,-36.682
-0.210,0.273,1.688,48.462,130.432,-43.152
-0.163,0.342,1.201,31.067,154.175,-40.039
-0.064,0.420,0.936,24.902,143.311,-38.147
-0.016,0.294,0.868,20.935,121.460,-45.959
0.040,0.227,0.944,21.057,100.586,-51.331
0.094,0.203,1.065,15.137,91.309,-52.307
0.133,0.201,1.122,15.625,95.642,-52.612
0.169,0.218,1.051,15.686,109.619,-52.856
0.189,0.202,0.906,20.447,123.718,-54.688
0.202,0.181,0.745,23.193,133.240,-55.786
0.207,0.175,0.622,22.217,135.498,-56.824
0.212,0.146,0.541,21.179,131.104,-58.533
0.221,0.085,0.514,22.217,122.742,-59.692
0.224,0.047,0.545,22.217,113.770,-58.350
0.230,0.068,0.618,21.118,108.337,-55.847
0.256,0.072,0.675,21.179,108.704,-53.528
0.319,0.014,0.685,24.109,114.258,-52.246
0.362,0.032,0.652,23.926,121.582,-50.049
0.410,0.050,0.572,23.376,126.526,-49.316
0.448,-0.000,0.469,25.696,126.709,-52.551
0.453,-0.039,0.387,21.667,122.131,-56.213
0.440,-0.071,0.339,11.963,113.464,-60.303
0.442,-0.099,0.338,-0.793,103.760,-64.697
0.450,-0.109,0.365,-13.733,95.886,-68.176
0.448,-0.090,0.417,-22.278,90.515,-68.970
,,,,,
-1.414,0.768,2.292,-15.076,-433.228,93.201
-1.355,1.285,3.222,-107.544,-429.077,96.313
-1.269,1.874,3.992,-114.746,-383.728,90.027
-1.180,1.539,4.000,-48.279,-283.630,51.636
-1.023,1.283,3.977,3.784,-147.339,25.879
-1.084,1.248,3.225,38.513,-34.180,15.015
-0.942,0.706,2.618,58.777,34.363,-0.549
-0.649,0.456,2.111,71.045,64.148,0.183
-0.358,0.592,1.773,61.157,81.482,5.432
-0.210,0.446,1.481,54.321,84.045,-6.470
-0.097,0.153,1.287,29.907,85.266,-24.048
-0.013,0.177,1.087,3.845,84.412,-26.794
0.176,0.313,0.909,-16.846,85.815,-24.841
0.292,0.334,0.693,-32.654,87.158,-30.273
0.345,0.352,0.592,-46.509,86.060,-39.307
0.316,0.495,0.484,-44.006,75.623,-42.419
0.250,0.577,0.543,-32.288,51.392,-43.457
0.157,0.400,0.766,-5.859,22.644,-47.729
0.097,0.244,1.115,9.827,-2.869,-45.288
0.058,0.333,1.493,6.592,-14.221,-35.156
0.052,0.414,1.780,0.977,-3.723,-30.701
0.014,0.405,1.878,1.526,23.621,-33.813
-0.012,0.396,1.797,6.958,57.434,-38.391
-0.025,0.386,1.585,10.986,86.121,-43.030
-0.043,0.348,1.389,11.536,102.966,-46.326
-0.028,0.353,1.267,8.484,108.765,-47.607
0.001,0.378,1.228,5.371,109.131,-48.523
0.031,0.375,1.236,9.155,109.863,-49.805
0.049,0.319,1.238,20.386,113.220,-50.171
0.072,0.274,1.210,32.898,119.812,-49.072
0.099,0.216,1.140,41.321,128.723,-48.096
0.135,0.146,1.045,45.593,136.230,-47.546
0.180,0.092,0.949,43.457,141.113,-46.692
0.219,0.085,0.856,35.645,144.226,-46.387
0.275,0.193,0.776,25.391,144.714,-46.326
0.309,0.225,0.720,17.822,142.029,-49.927
0.313,0.114,0.675,17.334,137.390,-55.420
0.323,0.034,0.639,14.648,133.972,-57.190
0.350,0.054,0.618,5.920,133.972,-55.664
0.377,0.122,0.598,-0.854,134.888,-54.016
0.403,0.151,0.562,-1.099,135.803,-54.626
0.422,0.108,0.517,1.770,136.902,-56.702
0.440,0.054,0.467,7.080,137.024,-57.495
0.461,0.031,0.402,10.071,135.681,-56.335
0.487,0.036,0.359,9.644,131.775,-55.298
0.503,0.039,0.334,8.728,125.427,-55.908
0.513,0.037,0.331,9.033,117.249,-57.129
0.542,0.038,0.348,8.972,109.680,-58.472
0.542,-0.008,0.374,8.850,103.699,-59.937
0.542,-0.097,0.396,8.606,100.525,-60.120
0.542,-0.111,0.419,6.958,100.159,-56.702
0.513,-0.111,0.420,5.249,100.830,-52.673
0.561,-0.165,0.401,2.502,103.760,-52.063
0.594,-0.104,0.387,-2.136,106.384,-50.415
0.613,-0.146,0.369,-4.395,106.689,-50.293
0.610,-0.169,0.354,-4.700,103.638,-49.683
0.631,-0.152,0.346,-8.850,97.778,-48.889
0.675,-0.194,0.330,-12.329,92.163,-50.964
0.700,-0.199,0.296,-17.273,89.294,-53.589
0.688,-0.204,0.268,-27.954,86.914,-54.565
0.708,-0.240,0.233,-35.400,83.130,-55.054
0.757,-0.111,0.230,-43.213,78.369,-54.016
0.733,-0.112,0.219,-46.326,74.829,-56.030
0.696,-0.201,0.217,-47.791,71.411,-58.716
0.694,-0.132,0.216,-47.363,69.885,-56.824
0.727,0.067,0.223,-44.006,68.481,-53.955
0.772,0.080,0.226,-31.616,66.467,-57.556
0.771,-0.023,0.245,-10.132,62.439,-62.561
0.787,-0.075,0.264,8.545,56.396,-63.354
0.807,-0.143,0.292,23.132,50.415,-62.683
0.819,-0.217,0.336,28.870,46.631,-61.462
0.791,-0.306,0.385,28.320,43.884,-60.181
0.745,-0.346,0.424,23.437,42.419,-58.411
0.698,-0.329,0.435,16.174,43.823,-57.495
0.730,-0.344,0.391,3.906,48.401,-58.411
0.780,-0.342,0.290,-8.667,55.237,-57.922
0.733,-0.364,0.160,-19.348,60.608,-56.946
0.728,-0.331,0.076,-34.851,61.707,-54.749
0.767,-0.307,0.024,-48.767,59.387,-54.810
0.805,-0.312,0.024,-53.589,51.392,-55.542
0.840,-0.293,0.072,-52.063,40.649,-56.396
0.873,-0.257,0.132,-50.903,32.593,-57.129
0.865,-0.172,0.221,-46.753,27.954,-56.335
0.843,-0.137,0.278,-37.537,25.330,-57.556
0.813,-0.179,0.282,-24.109,26.733,-60.669
0.801,-0.219,0.268,-15.625,30.273,-62.805
0.800,-0.267,0.229,-3.540,32.227,-63.721
0.792,-0.328,0.209,7.568,30.762,-62.256
0.787,-0.451,0.171,11.719,29.297,-61.646
0.764,-0.527,0.158,2.380,28.198,-59.570
0.787,-0.549,0.154,-10.315,25.818,-56.946
0.801,-0.557,0.155,-13.428,21.912,-54.932
0.817,-0.517,0.160,-24.780,19.287,-52.979
0.833,-0.522,0.163,-32.410,17.517,-50.903
0.869,-0.511,0.155,-36.133,15.503,-48.157
0.861,-0.434,0.169,-41.382,13.855,-44.189
0.838,-0.339,0.193,-42.053,10.315,-40.894
0.856,-0.307,0.218,-34.119,5.676,-42.053
0.813,-0.345,0.226,-31.372,4.578,-44.739
0.773,-0.365,0.218,-30.823,3.967,-45.410
0.758,-0.382,0.212,-33.203,3.174,-45.593
0.752,-0.410,0.240,-34.424,1.648,-45.837
0.755,-0.398,0.275,-35.706,-0.183,-45.288
0.788,-0.367,0.291,-30.884,-1.526,-44.922
0.812,-0.377,0.302,-32.715,1.709,-47.058
0.832,-0.401,0.286,-32.776,5.249,-49.011
0.858,-0.427,0.257,-29.602,6.775,-49.500
0.860,-0.444,0.234,-34.058,6.348,-49.194
0.824,-0.423,0.247,-39.246,3.357,-48.828
0.787,-0.428,0.253,-46.997,-0.427,-49.927
0.787,-0.460,0.288,-51.758,-3.723,-51.147
0.745,-0.485,0.322,-54.932,-7.080,-51.331
0.755,-0.513,0.329,-62.256,-7.385,-51.270
0.670,-0.520,0.288,-65.979,-5.859,-48.828
0.797,-0.431,0.266,-95.032,-8.789,-40.283
0.875,-0.536,0.260,-135.742,-5.249,-44.434
0.860,-0.522,0.298,-91.187,-10.986,-47.119
0.792,-0.513,0.288,-60.608,-15.015,-47.424
0.792,-0.387,0.337,-87.158,-16.724,-45.227
,,,,,
0.100,-1.581,0.695,125.488,66.101,112.854
0.202,-1.418,0.558,120.117,62.073,115.295
0.156,-1.518,0.519,89.783,67.932,110.046
0.067,-1.480,0.397,73.120,71.655,110.840
0.044,-1.729,0.377,77.454,66.589,109.253
0.025,-1.865,0.317,69.824,63.599,115.662
0.019,-1.845,0.234,62.317,60.913,126.343
0.052,-1.814,0.161,50.110,58.472,136.536
0.132,-1.765,0.301,1.770,61.707,143.738
0.047,-1.463,0.222,4.272,69.702,152.344
0.164,-1.620,0.353,56.885,48.218,148.254
0.158,-1.794,0.330,46.509,36.621,150.146
0.137,-1.787,0.300,41.382,41.992,157.898
0.224,-1.762,0.183,37.598,49.744,170.532
0.013,-1.618,0.120,35.583,53.284,187.744
-0.017,-1.696,0.037,38.269,53.528,192.749
0.092,-1.845,-0.054,45.959,53.955,195.190
0.090,-1.568,-0.072,48.340,49.927,202.454
0.047,-1.328,-0.130,67.200,33.630,202.881
0.120,-1.289,-0.108,57.922,24.719,195.923
0.136,-1.552,-0.076,46.509,25.024,188.049
0.172,-1.361,-0.210,48.340,27.100,188.232
0.233,-1.091,-0.294,43.152,33.020,186.646
0.273,-1.156,-0.451,30.640,31.067,177.795
0.092,-1.241,-0.427,-3.418,20.569,173.279
0.113,-1.246,-0.485,-0.488,9.277,171.143
0.216,-1.067,-0.496,30.151,1.587,169.556
0.234,-1.010,-0.487,26.489,-7.446,166.077
0.205,-1.251,-0.433,13.733,-16.968,159.546
0.138,-1.126,-0.373,-2.808,-23.315,159.851
0.133,-1.295,-0.364,-33.813,-18.433,160.767
0.202,-1.021,-0.302,-3.601,-27.344,166.565
0.348,-0.976,-0.314,19.592,-35.767,162.842
0.320,-1.088,-0.295,5.737,-40.649,160.278
0.275,-1.135,-0.305,3.479,-33.386,158.569
0.277,-1.032,-0.366,7.996,-23.804,157.898
0.300,-0.948,-0.448,10.742,-20.691,154.053
0.308,-0.965,-0.583,17.456,-28.259,151.550
0.251,-1.014,-0.653,11.963,-39.673,155.273
0.266,-0.914,-0.712,7.751,-54.443,160.034
0.278,-0.759,-0.698,4.211,-73.181,160.706
0.359,-0.710,-0.649,9.521,-91.919,152.344
0.351,-0.781,-0.533,14.587,-108.582,143.066
0.344,-0.737,-0.437,7.690,-120.728,139.832
0.310,-0.711,-0.315,1.038,-123.596,140.259
0.306,-0.729,-0.269,-7.568,-119.812,141.235
0.293,-0.696,-0.296,-7.874,-112.000,142.822
0.291,-0.663,-0.364,-14.404,-103.149,144.348
0.292,-0.570,-0.416,-17.456,-97.290,143.250
0.313,-0.467,-0.466,-13.611,-95.215,140.747
0.295,-0.431,-0.519,-8.301,-99.426,137.207
0.305,-0.447,-0.537,1.282,-109.619,131.897
0.271,-0.477,-0.543,4.211,-123.108,128.540
0.210,-0.524,-0.508,0.977,-138.550,126.404
0.172,-0.524,-0.391,-7.812,-150.940,126.709
0.129,-0.463,-0.257,-21.057,-156.067,128.479
0.136,-0.391,-0.196,-37.292,-152.283,129.700
0.151,-0.249,-0.251,-47.180,-139.221,130.981
0.160,-0.103,-0.340,-53.406,-130.188,132.141
0.144,-0.201,-0.407,-41.565,-125.305,126.831
0.133,-0.294,-0.526,-28.320,-127.686,123.108
0.145,-0.227,-0.515,-21.912,-138.367,124.878
0.160,-0.141,-0.523,-18.372,-154.846,125.732
0.105,-0.137,-0.426,-9.033,-169.861,121.094
0.032,-0.154,-0.385,-4.761,-180.786,115.051
0.009,-0.249,-0.305,0.977,-187.927,110.596
-0.045,-0.322,-0.254,4.272,-192.261,112.366
-0.043,-0.214,-0.255,-2.380,-194.641,119.690
-0.057,-0.105,-0.233,-3.479,-196.228,125.488
-0.057,-0.069,-0.217,0.732,-200.989,126.953
-0.104,-0.095,-0.190,5.737,-207.458,127.319
-0.107,-0.049,-0.169,9.827,-214.478,128.296
-0.112,0.013,-0.126,10.437,-221.619,128.845
-0.220,0.074,-0.125,10.986,-229.187,128.723
-0.292,0.092,-0.101,17.273,-236.572,127.991
-0.311,0.017,-0.098,24.536,-240.784,130.310
-0.360,0.145,-0.087,29.175,-247.986,135.498
-0.432,0.320,-0.045,27.710,-258.667,138.123
-0.505,0.323,0.094,38.086,-273.071,134.460
-0.617,0.199,0.302,61.096,-292.419,128.784
-0.722,0.236,0.553,60.303,-311.279,129.272
-0.856,0.447,0.949,54.138,-327.942,130.737
-0.962,0.520,1.281,40.955,-335.205,122.925
-1.000,0.447,1.655,33.752,-332.764,110.657
-1.094,0.414,1.966,11.841,-316.833,103.821
-1.080,0.649,2.320,-16.113,-293.884,105.957
-1.150,0.959,2.643,-57.373,-264.465,104.065
-1.218,1.067,2.957,-66.895,-230.652,90.210
-1.197,1.023,3.199,-68.237,-185.547,72.693
-1.194,1.161,3.356,-66.284,-132.263,60.486
-1.032,1.444,3.329,-47.791,-71.045,48.828
-0.835,1.147,3.011,-18.616,-3.723,26.917
-0.658,0.892,2.442,14.587,64.819,4.883
-0.345,0.765,1.757,33.020,120.911,-4.578
-0.101,0.422,1.135,33.386,154.907,-9.460
0.097,0.279,0.600,33.936,168.030,-6.775
0.227,0.449,0.186,11.597,161.926,-3.296
0.236,0.433,-0.063,16.052,131.287,-9.949
0.186,0.307,-0.066,25.085,78.674,-23.376
0.139,0.306,0.251,30.701,15.564,-29.907
0.084,0.382,0.777,32.593,-37.842,-33.875
