aX,aY,aZ,gX,gY,gZ
-0.015,-1.807,-1.603,107.361,-134.338,96.313
-0.093,-1.455,-1.426,126.038,-169.373,113.892
-0.115,-1.213,-1.168,152.832,-203.613,121.643
-0.109,-0.990,-0.835,180.664,-236.877,125.122
-0.151,-0.774,-0.404,205.200,-267.456,128.174
-0.066,-0.532,0.013,225.891,-286.133,129.395
0.168,-0.334,0.491,233.398,-299.072,130.066
0.254,-0.113,0.890,227.295,-312.012,135.193
0.409,0.139,1.426,212.097,-316.711,142.456
0.575,0.384,1.900,184.204,-309.692,151.489
0.725,0.606,2.378,137.695,-287.170,163.269
0.966,0.922,2.843,78.613,-250.183,177.063
0.952,1.464,3.080,9.705,-199.951,189.270
0.990,2.028,3.040,-57.373,-135.193,193.298
1.285,2.459,3.117,-101.807,-63.293,184.570
1.406,2.800,2.928,-139.099,4.944,165.955
1.396,2.894,2.482,-174.927,71.228,141.235
1.440,2.928,2.014,-193.481,122.314,97.656
1.498,2.785,1.610,-180.298,155.579,35.645
1.494,2.502,1.203,-152.527,170.471,-35.217
1.283,2.187,0.931,-107.117,167.480,-107.605
0.917,1.695,0.724,-53.772,154.175,-174.194
0.764,1.234,0.546,-14.465,147.522,-223.145
0.479,0.811,0.470,20.447,145.264,-256.470
0.248,0.365,0.435,30.945,143.799,-276.428
0.029,-0.226,0.076,26.794,147.217,-283.875
0.029,-0.779,0.013,27.283,158.936,-277.283
-0.013,-1.067,0.007,4.578,173.828,-249.695
-0.146,-1.311,-0.212,-49.866,184.875,-211.182
-0.231,-1.771,-0.734,-106.140,199.707,-170.593
-0.150,-2.006,-1.214,-144.287,209.961,-126.221
-0.084,-1.887,-1.359,-166.321,201.355,-75.989
0.004,-1.703,-1.427,-152.161,176.025,-46.082
0.152,-1.793,-1.609,-122.253,144.897,-35.522
0.178,-1.671,-1.733,-87.280,111.633,-26.062
0.222,-1.622,-1.858,-32.166,78.613,-18.372
0.316,-1.774,-1.865,33.691,40.955,-16.235
0.346,-1.847,-1.763,89.905,-2.991,-6.165
0.293,-1.811,-1.621,124.573,-46.753,14.832
0.306,-1.736,-1.539,142.822,-79.956,37.781
0.282,-1.615,-1.375,149.353,-114.136,59.143
0.258,-1.351,-1.188,151.428,-148.071,76.355
0.177,-1.102,-0.942,153.015,-178.467,90.210
0.196,-0.914,-0.607,156.677,-205.872,99.060
0.203,-0.683,-0.238,156.189,-229.126,109.985
0.320,-0.403,0.118,148.437,-244.812,123.047
0.469,-0.054,0.557,143.372,-257.202,132.568
0.566,0.250,0.991,135.620,-264.465,138.306
0.634,0.589,1.453,110.840,-258.545,148.987
0.815,0.878,1.817,74.036,-233.826,162.903
1.063,1.173,2.187,28.442,-194.336,173.218
1.144,1.555,2.318,-20.020,-146.362,178.528
1.158,1.936,2.317,-70.190,-91.370,175.415
1.229,2.283,2.323,-104.431,-34.241,161.255
1.310,2.446,2.098,-128.906,15.564,135.681
1.446,2.575,1.745,-139.404,51.941,96.252
1.502,2.538,1.432,-128.784,76.599,46.021
1.479,2.333,1.150,-100.952,89.905,-10.620
1.361,2.013,0.898,-70.740,93.750,-68.665
1.219,1.599,0.677,-30.762,90.088,-124.512
1.057,1.228,0.563,9.949,87.891,-172.119
0.812,0.862,0.513,46.021,87.708,-206.848
0.606,0.434,0.469,61.829,89.355,-225.525
0.449,-0.003,0.286,51.697,96.191,-231.018
0.362,-0.455,0.153,34.912,103.088,-225.952
0.339,-0.866,0.071,10.437,111.755,-208.252
0.337,-1.099,-0.075,-33.203,121.826,-177.307
0.318,-1.249,-0.292,-76.660,130.615,-141.174
0.330,-1.360,-0.452,-108.398,135.376,-105.469
0.397,-1.304,-0.563,-138.184,130.920,-68.970
0.427,-1.201,-0.690,-139.832,119.080,-43.640
0.495,-1.115,-0.777,-131.042,101.135,-26.123
0.549,-1.023,-0.855,-111.755,83.008,-16.296
0.599,-0.968,-0.902,-81.543,64.697,-11.169
0.673,-0.936,-0.896,-44.678,46.570,-9.277
0.671,-0.925,-0.933,-9.705,29.297,-6.287
0.646,-0.875,-0.886,23.315,12.207,-1.099
,,,,,
0.741,-1.101,-0.845,92.102,-42.847,23.315
0.665,-1.175,-0.833,103.271,-61.890,35.217
0.609,-1.203,-0.759,110.291,-84.167,49.133
0.561,-1.155,-0.669,111.084,-107.239,66.040
0.457,-1.078,-0.545,108.704,-130.249,84.656
0.348,-0.934,-0.363,103.638,-151.611,104.614
0.364,-0.679,-0.048,96.558,-170.410,123.596
0.349,-0.413,0.379,91.980,-184.814,139.832
0.448,-0.149,0.594,80.322,-185.974,154.724
0.518,0.174,0.862,56.580,-182.739,169.189
0.575,0.504,1.201,40.588,-176.880,178.650
0.667,0.830,1.498,13.489,-163.147,184.509
0.816,1.161,1.864,-20.813,-144.104,187.561
0.757,1.549,2.049,-64.270,-117.493,188.110
1.038,1.940,2.369,-106.628,-78.918,178.467
1.161,2.412,2.393,-146.423,-34.729,161.072
1.180,2.800,2.279,-186.707,16.846,132.812
1.147,3.159,2.103,-190.125,62.439,85.632
1.206,3.201,1.998,-160.950,95.947,21.057
1.192,3.057,1.832,-113.342,115.662,-48.279
1.107,2.634,1.734,-65.125,125.549,-113.464
0.958,2.140,1.624,-42.908,136.292,-165.588
0.717,1.670,1.470,-36.804,146.118,-206.909
0.526,1.213,1.382,-30.884,155.212,-239.380
0.361,0.794,1.336,-29.541,164.734,-261.353
0.187,0.356,1.199,-45.166,178.955,-271.362
0.019,-0.021,0.997,-73.303,196.777,-270.874
-0.087,-0.431,0.784,-107.056,214.233,-262.817
-0.134,-0.918,0.469,-138.672,230.408,-246.826
-0.195,-1.061,0.290,-180.969,242.187,-217.529
-0.140,-1.205,0.062,-213.196,249.817,-186.646
-0.009,-1.474,-0.211,-234.741,251.770,-161.499
-0.017,-1.599,-0.609,-247.864,247.803,-131.958
0.023,-1.882,-0.818,-242.310,232.300,-107.056
0.016,-2.112,-1.306,-224.121,217.285,-85.144
-0.057,-2.301,-1.674,-169.067,198.608,-72.632
-0.031,-2.460,-1.852,-112.427,162.903,-61.279
0.058,-2.592,-1.981,-67.627,128.479,-49.438
0.047,-2.640,-2.048,-2.625,89.539,-39.551
0.000,-2.604,-2.109,40.833,44.922,-17.822
-0.003,-2.528,-2.152,69.702,7.812,11.963
-0.009,-2.394,-2.071,84.717,-33.936,44.678
0.051,-2.092,-1.915,104.370,-75.073,75.562
0.029,-1.768,-1.744,118.713,-112.976,105.347
-0.026,-1.494,-1.517,130.676,-148.254,128.540
-0.071,-1.202,-1.264,147.949,-180.115,144.287
-0.105,-0.906,-0.944,169.861,-209.961,152.771
-0.109,-0.663,-0.597,188.171,-235.718,156.067
-0.073,-0.418,-0.278,200.928,-255.371,157.166
0.015,-0.248,0.059,204.346,-268.433,158.020
0.249,0.015,0.953,197.876,-278.687,161.926
0.413,0.398,1.278,199.219,-275.391,165.100
0.547,0.514,1.527,154.785,-268.494,166.809
0.609,0.750,2.068,116.882,-260.498,172.913
0.758,1.219,2.620,64.026,-231.201,178.223
0.932,1.581,2.985,-20.447,-183.716,183.960
1.134,2.135,3.010,-101.318,-122.437,183.289
1.185,2.865,2.711,-146.057,-51.453,174.377
1.271,3.150,2.571,-143.982,14.832,135.071
1.277,3.345,2.249,-134.277,72.632,77.209
1.282,3.187,1.841,-116.394,111.816,10.193
1.273,2.780,1.477,-59.570,131.226,-63.660
1.314,2.333,1.247,8.301,141.174,-133.179
1.048,1.871,1.130,57.007,144.226,-184.082
0.755,1.346,0.843,52.429,147.522,-215.332
0.460,0.823,0.587,36.194,153.015,-235.413
0.281,0.325,0.467,37.292,156.555,-248.108
0.235,-0.129,0.210,23.926,164.246,-254.211
0.224,-0.556,0.024,-3.418,173.279,-243.286
0.165,-0.893,-0.136,-40.833,178.284,-217.285
0.132,-1.135,-0.409,-101.807,183.167,-179.565
0.057,-1.336,-0.807,-159.668,185.425,-144.104
0.012,-1.525,-1.191,-166.870,178.711,-113.892
-0.032,-1.637,-1.485,-162.720,162.292,-87.769
0.034,-1.654,-1.756,-151.917,141.418,-62.988
0.110,-1.671,-1.956,-125.732,110.535,-46.448
0.189,-1.777,-2.034,-83.130,72.754,-37.842
0.247,-1.777,-2.108,-28.381,35.583,-31.433
0.270,-1.810,-2.071,23.376,-1.709,-21.057
0.272,-1.914,-1.947,66.162,-44.373,-8.118
0.298,-1.882,-1.797,103.333,-85.449,8.057
0.310,-1.772,-1.556,119.995,-121.887,32.837
0.263,-1.599,-1.353,123.169,-152.466,60.059
0.196,-1.371,-1.179,122.864,-179.199,83.862
0.168,-1.141,-0.939,126.465,-203.918,101.318
0.181,-0.888,-0.602,132.629,-226.318,115.051
0.220,-0.668,-0.220,135.925,-245.667,126.770
0.310,-0.461,0.277,137.939,-255.554,137.329
0.435,-0.185,0.569,138.245,-255.432,145.142
0.553,0.056,0.908,127.747,-262.451,150.452
0.572,0.286,1.418,122.009,-268.066,155.334
0.791,0.595,1.958,92.529,-255.554,163.208
0.815,0.924,2.263,45.593,-227.844,171.631
0.861,1.268,2.537,-10.986,-185.486,177.612
1.109,1.676,2.672,-63.538,-129.944,178.406
1.252,2.161,2.638,-104.309,-67.932,167.664
1.236,2.523,2.396,-127.502,-6.226,145.020
1.262,2.730,2.122,-130.005,47.913,104.126
1.379,2.802,1.838,-116.821,87.646,49.866
1.388,2.583,1.520,-74.524,106.750,-13.062
1.330,2.223,1.199,-20.020,114.075,-75.684
1.172,1.865,0.998,27.222,118.042,-128.113
0.974,1.421,0.838,53.345,120.361,-166.626
0.792,1.005,0.693,59.387,123.169,-194.397
0.616,0.600,0.563,66.040,125.854,-212.708
0.526,0.263,0.459,62.073,132.324,-221.558
0.451,-0.084,0.368,39.856,140.991,-218.933
0.377,-0.414,0.220,3.723,150.330,-204.041
0.345,-0.657,0.030,-42.114,158.447,-180.420
0.327,-0.830,-0.148,-90.759,165.283,-152.710
0.295,-0.967,-0.359,-128.723,169.556,-124.695
0.189,-1.004,-0.572,-152.710,168.457,-101.196
0.215,-1.126,-0.996,-140.564,160.828,-85.999
0.310,-1.198,-1.200,-116.821,138.367,-75.134
0.383,-1.296,-1.136,-93.750,106.262,-60.974
0.474,-1.359,-1.063,-66.284,79.102,-51.208
0.515,-1.359,-1.100,-37.842,59.387,-43.457
0.514,-1.326,-1.131,-16.541,42.358,-29.663
0.495,-1.301,-1.132,4.822,22.766,-15.015
,,,,,
0.530,-1.169,-0.995,36.804,-12.451,15.381
0.561,-1.067,-0.921,37.109,-26.550,31.311
0.601,-0.954,-0.868,38.818,-38.940,44.434
0.616,-0.792,-0.745,37.903,-54.626,55.969
0.656,-0.616,-0.465,42.175,-68.115,64.758
0.742,-0.476,-0.362,49.683,-72.693,71.106
0.813,-0.306,-0.291,42.236,-79.834,78.369
0.847,-0.041,-0.091,46.082,-92.346,82.397
0.851,0.145,0.054,52.551,-103.394,78.064
0.927,0.218,0.212,51.208,-109.070,71.289
0.986,0.361,0.367,45.776,-108.582,68.298
1.061,0.454,0.418,36.499,-100.342,65.491
1.099,0.587,0.447,28.809,-86.060,60.974
1.111,0.698,0.492,26.367,-69.031,54.199
1.105,0.735,0.520,25.635,-51.453,44.495
1.148,0.711,0.517,31.311,-37.537,30.701
1.213,0.671,0.508,39.124,-28.381,15.625
1.256,0.605,0.498,43.945,-23.254,1.709
1.247,0.516,0.471,43.152,-20.386,-9.155
1.206,0.442,0.416,38.635,-18.066,-17.944
1.157,0.367,0.383,35.706,-15.015,-26.428
1.118,0.282,0.367,33.813,-11.292,-33.997
1.076,0.211,0.333,30.701,-7.019,-39.795
1.043,0.132,0.282,26.917,-1.831,-43.762
1.013,0.036,0.266,25.757,3.662,-45.105
0.993,-0.064,0.243,22.400,9.216,-43.945
0.975,-0.139,0.178,14.282,13.672,-40.466
0.962,-0.189,0.117,7.019,15.991,-36.255
0.961,-0.236,0.083,1.587,16.418,-31.677
0.958,-0.269,0.043,-4.700,15.930,-25.940
0.938,-0.270,-0.020,-10.498,14.832,-20.081
0.923,-0.261,-0.073,-13.000,13.550,-14.709
0.925,-0.266,-0.093,-11.902,11.292,-9.583
0.931,-0.262,-0.110,-11.414,8.667,-4.944
0.927,-0.257,-0.131,-10.071,5.249,-1.709
0.921,-0.245,-0.145,-6.958,1.221,0.366
0.923,-0.218,-0.143,-2.441,-3.052,1.648
0.937,-0.203,-0.118,1.648,-7.141,2.502
0.948,-0.218,-0.078,2.991,-10.925,3.723
0.943,-0.192,-0.073,1.160,-13.855,5.554
0.943,-0.162,-0.065,-0.427,-15.442,6.775
0.951,-0.132,-0.038,-0.244,-15.625,7.935
0.968,-0.094,-0.016,-0.122,-15.869,8.545
0.969,-0.065,-0.002,0.977,-16.968,8.118
0.952,-0.047,0.006,1.953,-17.822,7.202
0.962,-0.037,0.035,2.686,-16.968,6.287
0.989,-0.031,0.089,3.540,-15.869,5.127
1.005,-0.008,0.124,3.479,-14.526,4.150
1.014,-0.001,0.134,2.075,-13.428,3.418
1.014,-0.008,0.152,1.892,-12.695,2.502
1.010,-0.016,0.167,1.160,-12.268,0.916
1.008,-0.011,0.163,-0.977,-10.498,-0.671
1.005,-0.009,0.182,-2.686,-6.592,-1.892
1.005,-0.002,0.193,-4.761,-1.099,-2.502
1.009,0.003,0.171,-6.836,2.991,-2.991
1.018,-0.006,0.160,-5.188,4.700,-3.967
1.022,-0.036,0.152,-2.258,5.127,-5.615
1.003,-0.057,0.131,-0.183,4.761,-7.568
0.984,-0.069,0.118,1.892,5.127,-9.460
0.984,-0.081,0.126,3.296,6.775,-10.925
0.991,-0.081,0.119,2.991,8.301,-10.925
0.993,-0.089,0.103,2.380,8.057,-10.254
0.990,-0.115,0.094,3.540,7.324,-9.766
0.981,-0.129,0.080,4.333,6.409,-8.911
0.971,-0.133,0.066,4.578,5.615,-8.301
0.967,-0.130,0.060,3.967,5.188,-7.263
0.969,-0.123,0.049,2.258,5.005,-5.798
0.970,-0.127,0.047,0.916,3.967,-4.333
0.961,-0.142,0.044,-0.916,2.380,-2.930
0.942,-0.135,0.016,-4.333,1.404,-1.099
0.941,-0.127,0.014,-6.958,2.319,0.854
0.958,-0.113,0.038,-7.202,3.845,2.075
0.973,-0.092,0.031,-7.874,4.517,3.357
0.974,-0.080,0.013,-6.958,3.235,3.601
0.975,-0.084,0.009,-3.784,1.038,2.991
0.969,-0.110,0.022,-1.953,-0.977,2.258
0.964,-0.118,0.031,-2.014,-1.892,1.648
0.976,-0.111,0.048,-2.136,-1.343,0.854
0.993,-0.090,0.062,-3.906,-0.549,0.977
1.000,-0.072,0.056,-5.981,-0.793,1.953
0.994,-0.086,0.049,-6.226,-2.380,2.563
0.990,-0.090,0.050,-4.883,-3.784,2.258
0.978,-0.083,0.050,-2.563,-5.432,0.488
0.965,-0.078,0.048,-1.282,-6.165,-1.282
0.964,-0.072,0.063,-0.793,-5.432,-2.319
0.970,-0.070,0.078,0.000,-3.906,-2.808
0.973,-0.082,0.083,-0.061,-2.869,-2.808
0.971,-0.096,0.084,0.183,-1.648,-2.441
0.970,-0.101,0.083,0.854,-0.305,-1.953
0.974,-0.100,0.089,1.526,0.549,-1.953
0.986,-0.092,0.094,1.648,0.977,-2.197
0.993,-0.088,0.085,1.404,1.160,-2.380
0.990,-0.093,0.082,2.380,0.183,-2.747
0.978,-0.097,0.079,3.723,-0.427,-3.296
0.971,-0.099,0.077,3.967,-0.122,-3.418
0.974,-0.116,0.087,3.723,1.343,-3.418
0.976,-0.115,0.092,2.319,2.441,-2.808
0.977,-0.113,0.080,-0.488,2.869,-1.892
0.975,-0.107,0.079,-1.953,2.930,-1.221
0.976,-0.094,0.071,-2.502,3.601,-0.488
0.978,-0.081,0.061,-2.258,3.906,-0.427
0.986,-0.077,0.062,-0.427,3.418,-0.732
0.986,-0.085,0.062,1.160,2.380,-1.343
0.975,-0.081,0.045,1.953,1.221,-1.709
0.973,-0.082,0.045,3.357,0.854,-2.319
0.981,-0.081,0.052,4.028,0.916,-2.502
0.989,-0.081,0.049,4.089,0.427,-2.686
0.988,-0.097,0.049,4.761,-1.099,-3.052
0.972,-0.117,0.051,5.005,-2.563,-3.235
0.962,-0.135,0.054,3.784,-2.319,-2.808
0.973,-0.137,0.074,1.465,-0.488,-1.343
0.988,-0.130,0.089,-1.648,0.610,0.488
0.991,-0.127,0.088,-5.859,0.244,2.625
0.986,-0.120,0.082,-8.850,-0.610,4.211
0.985,-0.105,0.082,-9.705,-0.977,4.883
0.986,-0.088,0.085,-9.949,-0.977,4.883
0.993,-0.076,0.083,-9.094,-0.977,4.211
0.995,-0.070,0.084,-6.165,-1.709,2.869
0.987,-0.065,0.081,-1.953,-2.563,0.854
,,,,,
0.885,-1.210,-1.239,96.436,-15.320,-8.423
0.722,-1.483,-1.422,117.065,-33.203,3.723
0.548,-1.793,-1.619,139.771,-53.223,17.883
0.386,-2.063,-1.740,148.437,-84.717,34.790
0.253,-2.074,-1.585,151.733,-130.859,59.875
0.167,-1.900,-1.212,153.259,-182.373,88.318
-0.053,-1.734,-0.878,147.400,-225.769,117.188
-0.250,-1.367,-0.533,125.549,-259.949,155.029
-0.218,-0.875,-0.089,110.291,-288.818,191.772
-0.146,-0.389,0.526,119.629,-319.946,211.792
-0.054,0.022,1.435,116.333,-346.497,222.046
0.283,0.407,3.001,82.764,-343.506,238.403
0.072,0.760,2.909,-52.673,-295.227,267.029
-0.055,1.146,3.075,-206.238,-230.042,298.889
0.149,2.059,3.552,-248.840,-152.039,301.086
0.089,3.317,3.275,-277.771,-46.387,277.283
0.480,4.000,3.271,-226.013,48.950,215.759
0.921,4.000,2.797,-200.562,124.146,131.592
1.195,4.000,2.573,-174.744,170.288,40.527
1.188,4.000,2.519,-43.152,183.960,-68.115
1.012,3.123,1.924,82.458,178.955,-170.898
0.693,2.694,1.891,140.198,183.838,-235.474
0.447,1.800,1.543,94.055,197.815,-264.893
0.110,1.146,1.432,58.716,199.280,-289.917
-0.119,0.620,0.995,34.851,202.454,-311.035
-0.212,0.110,0.915,12.329,212.524,-319.580
-0.402,-0.313,0.730,-8.240,225.952,-314.026
-0.510,-0.658,0.449,-52.185,237.549,-290.833
-0.381,-1.053,0.108,-132.874,250.854,-256.470
-0.328,-1.604,-0.012,-223.389,265.564,-213.074
-0.333,-1.888,-0.353,-265.015,266.663,-172.729
-0.469,-2.125,-0.962,-219.666,256.531,-139.771
-0.363,-2.323,-1.454,-215.637,233.215,-107.117
-0.258,-2.410,-1.828,-222.107,206.726,-66.345
-0.097,-2.428,-1.969,-219.116,170.837,-30.396
0.095,-2.498,-2.033,-180.664,130.859,-13.123
0.252,-2.568,-1.997,-138.855,89.050,0.061
0.186,-2.482,-2.367,-72.449,48.218,20.569
0.089,-1.977,-2.453,-7.202,2.258,40.955
0.215,-1.844,-1.794,-32.104,-40.161,78.674
0.195,-1.928,-2.084,23.499,-62.744,97.412
-0.106,-2.300,-1.874,141.113,-119.690,77.209
-0.054,-2.042,-1.246,233.459,-181.519,72.449
0.062,-1.265,-0.832,208.435,-211.609,106.323
0.132,-0.807,-0.639,179.443,-223.328,136.475
0.152,-0.647,-0.417,171.143,-237.915,149.475
0.154,-0.387,0.080,166.992,-253.662,160.767
0.244,0.081,0.749,171.082,-260.254,168.640
0.476,0.428,1.225,169.861,-261.719,168.701
0.531,0.750,1.700,148.621,-264.954,172.119
0.779,0.991,2.248,101.318,-255.493,182.129
0.658,1.403,2.607,28.687,-224.548,195.740
0.957,1.868,2.868,-56.213,-173.523,206.299
1.048,2.409,2.970,-119.507,-114.319,206.116
1.128,2.909,2.850,-150.452,-46.509,188.049
1.183,3.327,2.591,-146.057,14.587,141.968
1.378,3.467,2.295,-139.221,65.674,81.665
1.483,3.282,2.076,-112.000,95.703,13.123
1.411,2.810,1.718,-63.721,108.765,-59.021
1.266,2.283,1.392,-17.883,114.929,-123.657
1.086,1.769,1.172,19.348,118.652,-176.331
0.827,1.293,1.020,39.429,124.756,-214.478
0.591,0.819,0.882,49.011,130.859,-239.990
0.408,0.420,0.679,51.636,138.000,-254.395
0.217,-0.058,0.516,49.500,146.912,-257.324
0.183,-0.537,0.313,23.132,160.156,-245.300
0.109,-0.918,0.116,-33.203,175.842,-216.858
0.125,-1.076,-0.131,-95.215,186.768,-181.335
0.103,-1.316,-0.353,-145.508,189.636,-149.170
-0.024,-1.403,-0.822,-177.368,190.247,-118.652
-0.003,-1.584,-1.205,-177.246,183.655,-94.299
0.005,-2.012,-1.445,-155.884,161.377,-77.209
0.087,-2.074,-1.513,-114.685,132.935,-57.251
0.150,-1.925,-1.605,-82.214,106.384,-33.203
0.309,-1.664,-1.823,-35.095,80.200,-15.991
0.423,-1.610,-1.904,7.324,46.753,-3.235
0.443,-1.636,-1.791,51.880,9.949,12.512
0.437,-1.580,-1.627,82.520,-23.987,33.752
0.409,-1.470,-1.441,108.032,-61.707,54.749
0.386,-1.292,-1.230,117.004,-99.854,75.134
0.403,-1.009,-0.892,115.356,-128.113,93.872
0.393,-0.745,-0.685,114.441,-146.423,105.957
0.404,-0.566,-0.500,111.267,-161.133,111.084
0.475,-0.322,-0.118,110.229,-175.415,117.371
0.583,0.072,0.311,103.882,-183.716,123.169
0.680,0.354,0.616,91.187,-190.979,122.192
0.827,0.564,0.976,77.332,-195.374,120.850
0.884,0.752,1.240,50.232,-187.500,124.084
0.973,1.029,1.393,10.376,-160.156,130.371
1.093,1.326,1.534,-18.372,-122.864,129.639
1.167,1.520,1.630,-37.354,-83.557,121.033
1.191,1.642,1.552,-55.420,-46.631,106.201
1.243,1.676,1.453,-57.739,-17.761,81.177
1.347,1.701,1.387,-38.452,0.671,46.326
1.363,1.632,1.273,-19.897,13.611,9.521
1.331,1.505,1.098,-5.432,23.132,-24.597
1.251,1.302,0.963,10.925,31.555,-55.908
1.170,1.080,0.853,32.837,39.063,-84.839
1.056,0.860,0.751,51.880,46.265,-109.741
0.958,0.651,0.656,63.538,54.626,-128.784
0.862,0.420,0.575,68.481,62.927,-141.235
0.791,0.166,0.470,63.904,71.228,-146.667
0.728,-0.075,0.386,56.213,78.308,-145.142
0.702,-0.301,0.304,39.124,84.534,-136.230
0.688,-0.491,0.201,7.996,90.271,-120.117
0.677,-0.603,0.069,-30.334,95.459,-99.182
0.663,-0.617,-0.047,-63.843,98.450,-77.332
0.683,-0.603,-0.193,-88.196,98.267,-58.105
0.718,-0.530,-0.298,-100.098,94.177,-42.175
0.717,-0.495,-0.394,-101.135,87.463,-29.907
0.750,-0.452,-0.474,-91.431,79.163,-23.071
0.797,-0.449,-0.522,-71.716,67.383,-21.606
0.816,-0.436,-0.538,-47.668,53.345,-22.400
0.835,-0.439,-0.537,-22.583,37.964,-22.583
0.852,-0.476,-0.526,-3.906,23.987,-19.958
0.859,-0.510,-0.481,6.409,13.000,-14.343
0.859,-0.524,-0.442,10.986,2.563,-9.338
0.868,-0.492,-0.408,11.841,-6.775,-3.906
0.895,-0.456,-0.322,11.353,-14.832,1.892
,,,,,
0.540,-1.181,-1.027,102.478,-63.171,18.066
0.443,-1.323,-0.981,113.831,-92.285,29.602
0.439,-1.291,-0.813,120.056,-123.962,44.495
0.438,-1.189,-0.644,116.272,-152.771,63.232
0.323,-1.082,-0.544,100.586,-176.331,85.876
0.188,-0.973,-0.464,87.769,-195.435,108.093
0.138,-0.717,-0.158,84.473,-216.187,127.930
0.264,-0.399,0.498,85.083,-235.901,143.982
0.404,-0.161,0.957,85.815,-239.685,155.334
0.395,0.070,1.208,50.415,-234.436,171.204
0.442,0.370,1.505,0.610,-223.511,192.078
0.555,0.806,1.951,-43.152,-198.853,206.848
0.631,1.276,2.269,-91.736,-162.598,214.172
0.685,1.603,2.361,-161.438,-113.708,214.111
0.734,2.129,2.258,-213.196,-54.749,205.200
0.888,2.595,2.316,-208.557,-3.784,175.415
1.087,2.969,2.173,-181.763,39.246,126.953
1.220,3.111,1.972,-163.330,76.050,70.679
1.276,3.054,1.811,-125.610,98.877,7.690
1.239,2.782,1.620,-81.177,111.694,-58.899
1.097,2.387,1.438,-36.438,118.164,-121.826
0.901,1.941,1.387,-4.517,121.887,-172.302
0.688,1.516,1.246,1.038,129.456,-210.754
0.523,1.048,1.139,3.235,137.207,-238.403
0.388,0.706,1.010,5.554,146.057,-257.507
0.275,0.361,0.889,8.728,155.823,-268.921
0.133,0.011,0.693,2.441,170.288,-270.691
0.060,-0.460,0.509,-26.428,188.354,-260.193
0.065,-0.838,0.260,-86.609,207.825,-234.131
0.083,-1.119,-0.075,-147.461,221.069,-199.585
0.041,-1.376,-0.435,-187.988,224.060,-162.354
-0.059,-1.544,-0.769,-213.562,216.797,-132.324
-0.071,-1.970,-1.516,-174.805,210.693,-117.371
-0.119,-2.492,-1.701,-140.991,177.490,-101.379
-0.019,-2.691,-1.702,-106.628,142.700,-73.242
0.209,-2.619,-1.828,-66.406,109.863,-43.701
0.269,-2.319,-1.999,-27.954,67.810,-13.489
0.167,-2.097,-2.152,15.686,20.996,13.916
0.117,-1.950,-2.157,66.223,-26.367,34.729
0.139,-2.029,-1.939,119.263,-81.665,50.232
0.098,-1.714,-1.611,143.494,-131.226,76.538
0.079,-1.428,-1.391,150.879,-166.626,101.074
0.025,-1.247,-1.120,159.851,-200.623,116.577
0.009,-1.019,-0.731,163.330,-230.408,131.714
0.039,-0.727,-0.287,157.166,-250.305,148.743
0.035,-0.393,0.051,140.259,-259.460,165.710
0.130,-0.049,0.426,129.517,-264.648,176.758
0.318,0.474,1.354,130.981,-276.001,181.763
0.427,0.709,1.729,125.854,-272.034,180.359
0.532,0.933,2.259,63.538,-259.766,190.125
0.634,1.371,2.653,-7.263,-225.098,203.369
0.815,1.861,2.881,-86.060,-166.992,210.754
1.064,2.393,2.921,-145.142,-96.985,204.529
1.075,3.081,2.672,-188.721,-22.339,186.096
1.178,3.401,2.420,-190.979,40.283,139.221
1.359,3.568,2.156,-170.166,85.571,74.036
1.470,3.380,1.861,-129.089,110.474,-0.977
1.424,2.950,1.627,-70.740,118.469,-79.407
1.225,2.388,1.285,-18.555,118.347,-150.146
0.968,1.862,1.102,29.114,115.540,-208.557
0.705,1.358,1.000,65.735,115.479,-250.061
0.531,0.871,0.820,75.623,121.277,-276.917
0.290,0.438,0.687,82.153,129.150,-291.199
0.176,-0.128,0.493,71.716,141.785,-293.457
0.099,-0.711,0.283,45.410,157.227,-278.442
0.127,-1.021,0.125,-8.789,172.058,-242.371
0.106,-1.437,-0.021,-84.839,183.044,-198.303
0.049,-1.647,-0.500,-147.400,194.275,-153.748
0.002,-1.961,-0.921,-162.048,195.618,-116.943
-0.051,-2.313,-1.198,-157.410,176.208,-87.891
0.018,-2.361,-1.336,-135.986,153.015,-57.739
0.242,-2.249,-1.461,-117.249,126.526,-24.963
0.352,-1.876,-1.578,-95.703,99.182,7.629
0.406,-1.486,-1.637,-65.186,66.895,29.419
0.402,-1.791,-1.685,-1.221,31.433,32.959
0.447,-1.699,-1.574,55.359,-0.732,43.945
0.427,-1.503,-1.364,100.586,-41.199,63.232
0.416,-1.261,-1.167,130.249,-74.463,79.712
0.404,-0.986,-1.017,144.104,-96.924,94.299
0.352,-0.857,-0.818,150.391,-121.277,102.478
0.391,-0.821,-0.536,149.109,-142.456,110.901
0.428,-0.484,-0.038,133.057,-156.494,129.272
0.567,-0.142,0.201,116.516,-157.166,142.395
0.693,0.257,0.430,92.041,-164.429,149.536
0.694,0.490,0.692,72.327,-173.889,155.640
0.805,0.781,0.966,43.091,-170.105,161.499
0.878,0.965,1.107,12.695,-151.978,164.551
1.041,1.294,1.226,-14.343,-125.610,164.062
0.948,1.597,1.211,-35.278,-94.971,159.851
1.127,1.878,1.276,-53.406,-59.204,144.104
1.162,2.025,1.290,-61.218,-29.297,120.789
