aX,aY,aZ,gX,gY,gZ
-1.147,-0.648,0.505,-116.577,61.890,138.550
-0.754,-0.268,0.259,-79.285,72.998,152.771
-0.273,0.266,-0.100,-29.907,74.036,154.541
0.264,0.505,-0.089,-23.987,69.763,145.996
0.451,0.250,-0.089,-1.587,49.316,122.498
0.439,0.331,-0.010,-4.211,33.203,108.215
0.547,0.546,-0.061,-16.235,12.939,91.187
0.965,-0.061,0.419,-21.423,-12.756,68.115
0.846,0.216,0.580,-30.945,-29.236,57.983
0.757,-0.106,0.514,-30.884,-33.203,40.161
0.734,-0.261,0.732,-23.682,-43.945,27.832
0.554,-0.203,0.828,-24.292,-47.913,20.142
0.482,-0.368,0.856,-23.499,-44.312,9.705
0.452,-0.355,0.930,-21.729,-39.246,4.150
0.403,-0.471,0.978,-4.456,-32.776,-1.282
0.393,-0.574,0.961,7.996,-25.574,-3.906
0.401,-0.604,0.922,14.282,-20.020,-3.967
0.405,-0.657,0.932,17.883,-17.029,-4.395
0.445,-0.666,1.052,25.024,-9.949,-6.042
0.443,-0.683,0.791,27.771,2.930,-7.935
0.489,-0.694,0.723,29.358,5.310,-8.667
0.524,-0.704,0.724,40.039,1.038,-10.742
0.547,-0.720,0.644,38.452,-1.831,-10.437
0.520,-0.702,0.636,38.635,-5.676,-8.850
0.514,-0.717,0.626,30.823,-8.362,-5.432
0.521,-0.727,0.781,17.944,-9.216,0.122
0.507,-0.692,0.872,10.559,-8.850,6.165
0.535,-0.617,0.852,6.409,-7.568,10.193
0.589,-0.606,0.876,8.606,-8.362,12.634
0.624,-0.610,0.920,14.771,-7.141,15.198
0.636,-0.626,0.977,26.550,-0.183,16.479
0.644,-0.662,0.902,35.034,11.047,13.428
0.474,-0.653,0.899,31.250,21.362,5.798
0.430,-0.578,0.655,8.301,30.457,-6.653
0.386,-1.063,0.776,12.512,26.428,-22.156
0.554,-0.735,0.668,-4.578,28.381,-13.855
0.644,-0.735,0.677,-15.442,23.560,-4.456
0.640,-0.678,0.683,-16.357,12.268,-3.418
0.582,-0.695,0.690,-19.165,3.723,-2.319
0.560,-0.755,0.745,-16.357,-2.258,-0.366
0.576,-0.729,0.737,-21.973,-5.249,4.150
0.569,-0.672,0.692,-24.231,-8.789,6.470
0.558,-0.645,0.685,-15.686,-12.695,6.653
0.556,-0.649,0.727,-11.780,-13.367,8.118
0.548,-0.621,0.753,-5.981,-13.123,8.911
0.537,-0.578,0.711,0.122,-13.062,8.728
0.487,-0.542,0.651,8.667,-14.221,6.958
0.456,-0.549,0.625,16.235,-16.357,4.272
0.443,-0.583,0.615,18.921,-17.456,2.686
0.437,-0.624,0.647,17.761,-17.700,2.686
0.420,-0.674,0.678,14.343,-18.127,4.089
0.421,-0.679,0.679,7.568,-16.907,7.202
0.428,-0.658,0.695,2.136,-15.137,10.681
0.435,-0.645,0.711,0.183,-14.526,12.634
0.434,-0.621,0.706,-0.122,-14.282,13.184
0.425,-0.619,0.696,0.671,-14.465,12.878
0.427,-0.615,0.685,0.427,-13.855,12.695
0.454,-0.613,0.677,-1.404,-12.756,12.695
0.482,-0.604,0.688,-2.747,-11.963,12.512
0.501,-0.594,0.692,-2.808,-11.658,12.146
0.501,-0.576,0.687,-3.967,-10.864,12.207
0.488,-0.578,0.704,-5.371,-9.827,12.207
0.456,-0.607,0.706,-5.920,-8.606,12.695
0.437,-0.626,0.709,-8.667,-6.042,14.099
0.445,-0.568,0.706,-10.864,-2.930,16.174
0.444,-0.524,0.695,-9.399,-0.244,15.930
0.471,-0.543,0.701,-3.113,0.305,12.146
0.500,-0.542,0.704,1.282,0.854,10.681
0.507,-0.542,0.679,1.465,0.977,10.681
0.503,-0.532,0.656,0.977,0.671,11.230
0.493,-0.535,0.654,0.183,-0.427,11.414
0.473,-0.543,0.651,0.488,-1.648,11.536
,,,,,
-0.869,-0.909,0.821,12.268,55.298,43.152
-0.901,-0.994,0.788,10.742,65.125,51.575
-0.903,-1.072,0.848,18.860,70.435,59.143
-0.913,-1.120,0.910,24.231,76.538,67.993
-0.897,-1.206,1.013,31.128,80.750,76.782
-1.000,-1.419,1.099,39.490,84.717,85.938
-0.958,-1.551,1.177,42.175,87.769,98.755
-1.031,-1.604,1.248,42.419,89.966,116.089
-0.978,-1.527,1.096,28.687,93.933,134.399
-0.937,-1.562,1.081,26.611,99.854,148.621
-0.816,-1.579,1.160,37.720,108.459,156.738
-0.612,-1.620,1.287,51.147,114.319,160.828
-0.323,-1.728,1.420,67.749,116.333,162.476
-0.144,-1.956,1.552,84.106,117.432,165.588
-0.014,-2.026,1.574,78.918,118.713,179.932
0.094,-2.023,1.637,58.105,117.615,201.111
0.169,-2.221,1.761,40.833,115.967,217.529
0.282,-2.095,1.928,26.855,113.403,234.131
0.230,-1.743,1.833,4.333,116.394,250.061
0.340,-1.479,1.738,-1.770,126.404,259.644
0.436,-1.192,1.606,-11.536,144.592,268.677
0.456,-0.893,1.529,-14.709,162.659,274.963
0.410,-0.590,1.484,-24.780,182.800,282.104
0.473,-0.266,1.344,-50.598,205.017,292.603
0.585,-0.032,1.131,-70.129,222.412,302.185
0.540,0.149,0.869,-75.439,233.948,304.504
0.335,0.039,0.460,-86.670,241.150,302.490
0.399,0.573,0.266,-117.676,235.168,303.955
0.381,0.960,0.122,-111.389,214.722,293.518
0.481,1.695,-0.058,-186.768,198.547,271.240
0.768,2.412,-0.766,-237.122,204.590,217.468
1.166,3.228,-1.332,-218.750,217.468,150.085
1.350,3.300,-1.129,-166.443,196.045,53.467
0.563,1.429,-0.856,-91.064,165.039,-67.200
-0.214,0.850,-0.583,-42.358,143.066,-132.812
-0.602,1.160,-1.051,-84.717,130.310,-157.898
-1.358,1.277,-0.754,-92.957,73.975,-198.486
-2.411,0.258,-0.442,-38.757,5.127,-260.742
-2.993,-1.123,-0.349,19.043,-40.527,-294.128
-3.473,-2.142,0.302,65.796,-106.384,-280.029
-4.000,-2.808,2.778,135.620,-141.663,-232.727
-4.000,-3.880,2.235,185.486,-49.988,-170.898
-3.368,-3.869,1.518,70.068,22.522,-75.989
-2.364,-3.798,1.837,-35.217,39.490,24.780
-1.916,-2.292,1.182,-114.502,41.748,111.511
-1.402,-1.187,1.020,-134.827,40.710,138.062
-1.222,-1.079,0.982,-143.555,38.208,118.835
-0.910,-0.281,0.185,-135.010,54.993,132.263
-0.212,0.528,-0.121,-102.417,56.885,146.057
0.186,0.792,0.083,-66.040,40.222,133.972
0.322,0.772,-0.125,-37.415,22.888,108.887
0.490,0.507,0.252,-9.277,0.427,78.247
0.559,0.533,0.460,1.526,-11.353,59.814
0.663,0.360,0.506,1.099,-12.146,45.959
0.730,0.124,0.672,1.770,-13.184,35.645
0.731,-0.052,0.806,2.747,-12.817,28.442
0.615,-0.197,0.798,-2.380,-9.705,20.691
0.521,-0.318,0.816,0.183,-10.559,11.902
0.457,-0.378,0.852,2.747,-14.404,5.249
0.405,-0.455,0.826,5.249,-17.212,-1.648
0.385,-0.577,0.791,8.301,-18.616,-7.202
0.413,-0.669,0.931,10.376,-20.142,-10.071
0.451,-0.684,0.915,14.526,-15.991,-11.047
0.454,-0.693,0.764,10.254,-11.169,-10.803
0.457,-0.686,0.808,10.071,-12.085,-9.094
0.428,-0.684,0.795,9.094,-9.888,-5.371
0.488,-0.667,0.816,2.747,-3.418,0.427
0.430,-0.666,0.773,4.517,2.686,4.822
0.395,-0.661,0.786,3.845,7.751,9.033
0.379,-0.653,0.816,5.188,9.460,11.963
0.390,-0.625,0.790,5.127,10.315,13.062
0.409,-0.595,0.771,7.568,9.521,12.085
0.454,-0.598,0.795,9.583,7.751,10.620
0.504,-0.607,0.844,12.573,5.188,10.254
0.530,-0.593,0.845,16.296,3.296,10.498
0.528,-0.567,0.799,20.874,0.366,11.169
0.526,-0.581,0.827,27.710,-3.113,12.573
0.481,-0.625,0.847,35.706,-3.540,16.418
0.507,-0.611,0.828,37.598,1.892,20.325
0.472,-0.648,0.816,38.574,8.423,17.822
0.334,-0.745,0.839,33.691,13.916,9.766
0.304,-0.796,0.846,15.686,19.958,0.244
0.404,-0.723,0.828,-7.202,25.330,-3.601
0.547,-0.662,0.816,-20.386,25.208,-3.601
0.625,-0.653,0.833,-23.254,21.118,-2.502
0.607,-0.687,0.847,-18.372,17.029,0.671
0.569,-0.660,0.784,-13.062,15.930,5.554
0.536,-0.616,0.730,-12.634,13.916,10.254
0.494,-0.600,0.673,-9.155,9.583,12.207
0.518,-0.557,0.704,-10.803,8.484,16.785
0.525,-0.611,0.758,-9.277,10.681,19.653
0.522,-0.638,0.788,-5.310,13.123,21.973
0.562,-0.558,0.788,-6.836,16.785,24.231
0.576,-0.519,0.785,-2.319,16.174,23.193
0.577,-0.485,0.750,1.831,11.902,20.447
0.554,-0.530,0.715,7.446,5.737,16.235
0.556,-0.484,0.706,16.541,-0.183,12.024
0.566,-0.479,0.691,20.386,-4.639,8.301
0.499,-0.468,0.631,27.466,-9.155,4.028
0.470,-0.446,0.591,31.616,-10.620,1.526
0.490,-0.514,0.619,34.180,-8.240,1.221
0.531,-0.572,0.640,36.743,-4.517,3.235
0.578,-0.643,0.655,34.851,-1.343,6.165
0.563,-0.661,0.673,29.968,-0.061,9.521
0.529,-0.619,0.655,18.616,-0.610,13.733
0.501,-0.585,0.655,5.188,-3.174,17.090
0.477,-0.543,0.640,-3.906,-6.226,18.677
0.455,-0.500,0.636,-9.216,-9.949,18.127
0.458,-0.474,0.649,-8.850,-13.367,15.381
0.440,-0.440,0.621,-6.714,-16.418,12.207
0.412,-0.412,0.604,-3.540,-18.433,8.789
0.416,-0.408,0.608,1.526,-17.822,5.737
0.432,-0.458,0.595,8.057,-16.052,3.418
0.458,-0.512,0.598,13.000,-13.000,3.296
0.480,-0.540,0.632,15.137,-11.047,3.723
0.486,-0.553,0.642,14.893,-11.536,3.418
0.484,-0.570,0.634,11.780,-13.245,2.991
0.469,-0.554,0.618,7.141,-16.113,2.686
0.445,-0.531,0.640,5.005,-20.630,1.587
,,,,,
-0.918,-0.940,0.812,12.329,25.574,28.809
-0.940,-1.078,0.902,16.174,31.677,38.696
-0.959,-1.151,1.139,19.104,41.382,52.002
-0.938,-1.171,1.015,17.700,60.181,66.040
-0.940,-1.179,0.915,6.348,71.594,79.346
-1.041,-1.262,0.937,16.052,76.721,88.257
-1.050,-1.277,0.958,11.536,85.999,100.586
-1.050,-1.324,1.027,6.226,94.604,112.366
-0.993,-1.288,1.130,9.399,102.112,124.084
-0.901,-1.230,1.150,8.911,112.061,134.033
-0.815,-1.231,1.210,14.893,120.300,140.564
-0.683,-1.291,1.304,20.325,128.113,145.447
-0.547,-1.451,1.376,24.109,133.972,151.123
-0.439,-1.625,1.503,33.630,134.888,156.738
-0.370,-1.849,1.706,47.607,131.775,162.598
-0.239,-1.947,1.829,52.673,128.601,175.964
-0.157,-1.844,1.833,43.152,127.991,195.007
-0.174,-1.954,1.889,43.701,127.991,206.787
-0.155,-2.084,1.983,54.077,128.662,215.942
-0.010,-1.944,1.912,48.096,138.000,231.934
0.176,-1.631,1.748,39.429,153.381,247.742
0.276,-1.275,1.564,43.091,164.673,255.981
0.531,-0.976,1.448,54.749,170.410,260.010
0.763,-0.740,1.251,60.791,170.349,263.916
0.943,-0.581,1.172,58.105,159.241,271.973
1.137,-0.515,1.305,33.936,141.785,290.161
1.153,-0.243,1.401,-62.927,139.832,318.909
1.106,-0.418,1.396,-172.119,138.672,338.074
0.431,-0.333,1.287,-264.648,148.437,341.492
-0.032,-0.064,0.877,-276.978,187.317,325.378
-0.093,1.082,0.623,-245.789,250.305,296.875
0.178,3.426,0.418,-236.450,326.904,256.897
0.434,4.000,-0.558,-132.446,378.174,160.339
0.664,3.538,-2.229,48.279,370.239,35.217
0.600,1.573,-1.794,172.668,268.311,-64.880
0.071,0.446,-1.826,194.641,146.179,-103.088
-0.658,0.786,0.258,119.080,49.011,-115.356
-1.378,0.293,0.387,46.448,50.293,-157.532
-1.707,0.054,-0.523,-91.370,109.436,-193.115
-2.505,0.018,-0.791,-143.250,102.783,-226.868
-3.042,-0.413,-0.836,-112.366,52.673,-248.657
-3.118,-1.288,-0.994,-85.205,-4.211,-251.526
-2.952,-2.122,0.895,-30.151,-69.214,-228.821
-2.354,-2.419,1.563,128.662,-57.556,-179.077
-2.403,-2.628,0.604,78.613,-14.099,-98.938
-2.157,-2.850,1.116,20.935,-37.842,-27.405
-1.612,-2.733,1.757,-43.213,-73.120,28.931
-1.435,-2.273,0.680,-167.908,-50.171,64.758
-1.080,-0.489,0.894,-201.355,-37.964,92.957
-1.046,-0.911,1.002,-242.554,-23.865,83.740
-0.519,-0.676,0.377,-241.699,16.113,84.473
-0.004,-0.144,0.417,-177.917,23.804,93.445
0.165,-0.002,0.507,-94.910,16.235,83.008
0.419,0.063,0.485,-47.546,9.338,69.824
0.517,-0.042,0.589,-3.723,0.549,53.528
0.195,-0.228,0.479,9.155,-8.606,41.138
0.478,-0.239,0.994,-8.423,-21.790,35.400
0.438,-0.360,0.868,-14.709,-16.907,28.381
0.309,-0.433,0.658,-34.424,-2.747,24.414
0.244,-0.584,0.853,-34.363,-5.371,24.414
0.245,-0.610,0.911,-39.185,-3.418,23.499
0.306,-0.725,0.695,-44.800,3.113,23.682
0.488,-0.264,0.778,-38.025,-0.793,29.968
0.454,-0.392,0.871,-22.461,-5.066,25.879
0.434,-0.580,0.712,-14.832,-0.916,19.592
0.411,-0.425,0.660,-16.785,0.732,21.057
0.382,-0.294,0.724,-8.301,-0.061,18.127
0.361,-0.350,0.672,6.714,2.380,10.315
0.355,-0.387,0.703,14.648,4.333,6.653
0.342,-0.505,0.752,24.719,4.883,4.028
0.347,-0.550,0.757,28.137,6.531,2.869
0.364,-0.501,0.780,26.428,7.507,4.211
0.349,-0.575,0.848,27.771,6.287,4.639
0.333,-0.642,0.891,29.907,6.104,6.714
0.316,-0.634,0.897,29.175,7.690,11.353
0.309,-0.612,0.895,29.602,8.362,15.991
0.325,-0.613,0.899,31.982,7.935,20.081
0.369,-0.572,0.880,36.560,6.897,23.437
0.399,-0.603,0.880,42.114,5.432,25.452
0.397,-0.584,0.849,43.396,6.042,26.245
0.381,-0.567,0.792,36.621,8.301,24.231
0.373,-0.614,0.796,28.625,8.789,18.921
0.326,-0.640,0.852,16.663,9.949,13.611
0.293,-0.581,0.846,8.789,13.000,11.353
0.289,-0.577,0.775,3.113,14.160,12.451
0.326,-0.513,1.491,16.479,17.395,16.907
0.419,-0.371,0.926,37.537,47.485,20.020
0.424,-0.430,0.573,28.320,52.612,19.775
0.354,-0.883,0.890,76.416,40.283,11.719
0.439,-0.698,0.798,65.063,40.344,19.287
0.498,-0.682,0.702,34.058,38.269,25.635
0.554,-0.585,0.726,34.729,27.100,23.499
0.520,-0.642,0.699,28.931,17.700,20.691
0.510,-0.562,0.620,17.395,8.362,19.775
0.482,-0.485,0.580,11.780,-0.610,17.395
0.441,-0.442,0.562,10.071,-6.409,13.306
0.444,-0.455,0.596,6.409,-6.775,10.315
0.481,-0.527,0.690,11.597,-5.066,7.996
0.514,-0.538,0.700,18.433,-3.601,6.836
0.551,-0.572,0.690,28.259,-4.578,4.456
0.574,-0.583,0.678,38.269,-7.446,0.793
0.601,-0.625,0.693,43.701,-14.587,-2.380
0.622,-0.602,0.676,43.457,-23.010,-2.930
0.611,-0.604,0.675,41.077,-30.457,-3.235
0.585,-0.642,0.694,39.490,-37.720,-3.662
0.506,-0.680,0.719,35.339,-43.213,-3.357
0.457,-0.675,0.700,23.743,-45.166,-1.343
0.418,-0.687,0.720,7.019,-42.603,2.686
0.406,-0.666,0.742,-3.052,-36.865,6.409
0.379,-0.619,0.718,-10.437,-28.687,10.315
0.359,-0.595,0.688,-17.395,-19.531,13.672
0.366,-0.599,0.712,-16.296,-11.963,14.587
0.432,-0.593,0.717,-9.399,-8.484,13.672
0.463,-0.582,0.720,-5.371,-8.484,11.658
0.490,-0.581,0.689,-1.221,-10.681,9.033
0.477,-0.580,0.676,-1.892,-13.123,7.263
0.468,-0.573,0.654,-4.395,-15.564,6.226
0.442,-0.578,0.659,-3.174,-17.456,5.676
0.409,-0.586,0.702,2.808,-17.700,5.981
,,,,,
-0.952,-1.049,0.691,10.010,38.147,38.086
-1.020,-1.256,0.914,11.902,45.227,49.377
-1.104,-1.454,0.848,11.292,65.186,66.650
-1.046,-1.294,0.718,-9.460,85.510,88.440
-1.105,-1.346,0.866,2.991,92.346,101.318
-1.108,-1.383,0.863,3.113,99.670,114.197
-1.186,-1.622,0.850,-4.639,105.042,127.930
-1.186,-1.773,0.899,0.366,107.788,144.226
-1.112,-1.747,0.969,4.639,108.459,163.086
-1.057,-1.669,1.002,5.310,107.544,179.443
-1.012,-1.612,1.066,8.423,107.361,192.505
-0.936,-1.587,1.144,13.611,109.863,203.186
-0.801,-1.579,1.233,20.935,111.877,212.341
-0.558,-1.593,1.329,27.893,110.291,221.191
-0.269,-1.334,1.323,28.259,110.046,229.126
-0.179,-1.255,1.272,31.433,109.436,225.464
0.035,-1.525,1.379,41.321,105.591,215.332
0.199,-1.735,1.499,46.936,100.952,213.440
0.323,-1.695,1.659,48.584,97.107,220.154
0.397,-1.595,1.577,32.043,99.915,232.300
0.614,-1.490,1.545,8.911,109.802,244.995
0.838,-1.292,1.563,11.841,123.291,254.456
0.976,-0.989,1.437,8.728,135.376,265.930
1.178,-0.812,1.426,24.841,148.254,274.414
1.154,-0.743,1.374,31.372,158.752,286.438
1.124,-0.496,1.430,26.123,172.302,304.443
1.035,-0.230,1.261,11.536,183.594,319.092
0.771,0.038,1.090,-17.517,188.965,328.613
0.680,0.293,0.848,-74.829,208.923,324.280
0.812,0.328,0.974,-132.935,212.646,308.838
0.910,-0.012,0.463,-205.322,197.876,288.513
1.116,1.632,0.089,-404.297,217.590,288.147
1.562,4.000,-0.811,-433.289,277.649,246.277
0.876,3.972,-0.630,-236.694,293.030,92.834
0.001,1.791,-0.636,-60.181,273.926,-80.994
-0.187,0.484,-0.804,26.489,245.483,-167.053
-0.788,0.126,-1.257,11.780,195.374,-190.979
-1.455,0.252,-0.988,-18.799,121.643,-208.496
-1.960,0.040,-0.665,-25.513,50.964,-230.286
-2.456,-0.427,-0.620,-14.099,-5.859,-252.380
-2.904,-0.592,-0.002,-11.108,-46.326,-247.620
-3.343,-1.061,0.423,22.583,-63.171,-237.122
-3.675,-1.970,1.068,37.109,-77.759,-214.661
-3.733,-2.559,1.726,44.617,-93.140,-173.157
-3.491,-2.342,1.247,-26.001,-84.595,-120.422
-2.818,-2.936,1.817,-91.187,-112.793,-92.346
-2.117,-2.810,2.160,-132.324,-121.582,-52.307
-1.571,-2.366,1.387,-198.853,-74.829,5.310
-1.094,-1.522,1.088,-207.397,-22.888,60.242
-0.979,-1.052,1.058,-161.255,27.832,95.459
-0.669,-0.548,0.423,-101.318,83.374,121.460
-0.286,-0.180,-0.017,-55.664,109.497,139.587
-0.005,-0.453,0.383,1.587,95.276,138.062
0.081,-0.052,0.286,15.198,83.374,139.709
0.174,0.042,0.077,3.235,67.200,130.981
0.222,-0.063,0.341,6.836,34.912,115.601
0.308,0.018,0.500,-10.010,8.301,105.408
0.381,-0.009,0.532,-23.254,-8.972,94.604
0.436,-0.052,0.619,-23.865,-21.362,82.153
0.441,-0.083,0.548,-22.278,-26.611,70.618
0.566,-0.074,0.623,-18.799,-29.541,60.730
0.633,-0.071,0.641,-14.099,-27.588,51.514
0.651,-0.138,0.607,-7.019,-23.865,42.664
0.634,-0.208,0.763,0.122,-22.400,36.743
0.587,-0.211,0.869,6.226,-20.081,31.799
0.543,-0.241,0.857,10.803,-15.808,26.550
0.528,-0.316,0.875,19.104,-15.320,20.142
0.512,-0.412,0.891,28.198,-16.602,14.221
0.527,-0.511,0.895,36.560,-17.273,9.521
0.554,-0.548,0.829,43.152,-17.883,6.042
0.582,-0.602,0.813,42.908,-19.897,5.310
0.588,-0.682,0.890,39.551,-23.743,8.179
0.549,-0.740,0.930,31.982,-24.780,14.526
0.486,-0.716,0.924,21.362,-24.414,23.010
0.391,-0.641,0.913,11.536,-25.452,31.189
0.484,-0.631,1.267,11.353,-19.775,36.621
0.423,-0.573,0.845,10.315,-4.700,38.269
0.460,-0.558,0.918,16.174,-1.709,39.429
0.491,-0.469,0.976,32.715,1.282,39.795
0.525,-0.415,0.781,38.879,5.554,40.405
0.596,-0.380,0.791,65.308,4.517,38.147
0.649,-0.420,0.714,83.252,3.784,33.264
0.598,-0.561,0.713,80.444,2.319,21.484
0.455,-0.764,0.748,58.777,-0.488,0.183
0.352,-0.691,0.764,4.333,-1.343,-12.817
0.485,-0.602,0.769,-34.424,-0.671,-13.306
0.551,-0.644,0.755,-46.692,-2.075,-5.615
0.624,-0.650,0.820,-49.744,-1.892,3.662
0.526,-0.665,0.881,-44.312,0.916,12.390
0.489,-0.643,0.861,-38.513,6.531,20.630
0.440,-0.623,0.813,-39.246,14.587,28.625
0.538,-0.570,0.813,-34.668,19.714,33.020
0.554,-0.582,0.791,-19.043,20.386,31.372
0.502,-0.534,0.752,-1.892,19.043,27.832
0.526,-0.509,0.757,4.456,17.883,24.048
0.523,-0.500,0.746,9.521,11.780,19.287
0.484,-0.487,0.653,17.029,3.235,13.733
0.439,-0.484,0.642,29.053,-3.052,8.240
0.470,-0.479,0.594,34.363,-7.568,4.883
0.505,-0.529,0.600,36.133,-13.000,2.747
0.534,-0.570,0.640,34.485,-17.578,2.075
0.518,-0.588,0.675,32.349,-20.630,3.113
0.487,-0.612,0.670,28.748,-21.301,5.981
0.461,-0.596,0.677,22.583,-19.958,9.827
0.423,-0.617,0.695,17.212,-17.273,13.306
0.438,-0.582,0.707,15.137,-14.038,16.357
0.409,-0.534,0.723,11.841,-10.864,18.555
0.398,-0.496,0.715,9.766,-8.911,19.165
0.430,-0.478,0.695,9.216,-6.958,18.188
0.493,-0.471,0.663,11.292,-4.639,15.320
0.526,-0.464,0.637,14.648,-4.211,11.536
0.539,-0.463,0.596,17.822,-5.188,7.568
0.520,-0.470,0.601,20.630,-7.690,4.272
0.501,-0.496,0.596,21.606,-11.169,1.221
0.471,-0.523,0.587,20.020,-15.137,-0.610
0.442,-0.569,0.608,15.076,-18.433,-0.610
0.404,-0.612,0.659,7.324,-20.508,1.465
0.392,-0.627,0.647,-2.686,-20.264,5.737
0.402,-0.576,0.665,-10.376,-17.639,10.498
,,,,,
-0.952,-0.987,0.737,28.809,8.545,10.803
-0.987,-1.043,0.990,27.649,15.320,22.400
-1.015,-1.197,1.118,25.574,29.907,35.889
-0.990,-1.203,1.085,23.376,47.913,54.077
-1.067,-1.345,1.056,27.283,64.331,68.665
-1.083,-1.421,1.139,38.574,76.172,83.923
-1.082,-1.418,1.248,49.561,89.905,100.830
-1.087,-1.534,1.265,60.730,105.774,115.723
-1.153,-1.716,1.130,54.443,120.422,129.456
-1.122,-1.739,1.157,44.434,128.235,145.142
-0.990,-1.722,1.251,43.518,132.263,161.926
-0.758,-1.707,1.304,30.701,132.568,177.673
-0.612,-1.846,1.474,21.240,133.972,187.439
-0.482,-2.049,1.684,12.451,136.780,197.754
-0.421,-2.209,1.862,5.615,135.193,212.158
-0.379,-2.106,1.986,3.723,131.226,228.882
-0.491,-1.731,2.036,10.742,134.033,241.699
-0.479,-1.605,2.005,19.409,146.851,246.826
-0.287,-1.495,1.872,20.264,165.955,256.042
-0.075,-1.404,1.829,23.987,183.838,265.991
0.100,-1.209,1.797,31.799,196.777,275.513
0.207,-0.922,1.701,33.997,206.238,287.659
0.349,-0.592,1.637,25.757,214.355,307.861
0.465,-0.273,1.519,10.193,223.938,325.745
0.531,0.071,1.527,-13.123,242.249,343.506
0.454,0.266,1.427,-44.128,261.169,355.042
0.230,0.419,1.205,-75.806,276.184,358.093
0.036,0.691,0.806,-108.643,287.415,355.164
-0.297,0.847,0.385,-135.315,291.687,339.966
-0.142,1.178,0.097,-176.697,296.875,311.401
0.037,1.317,-0.793,-188.171,308.716,261.902
0.329,1.825,-1.416,-191.162,288.696,206.360
0.703,2.262,-1.544,-141.968,254.944,133.911
1.115,2.397,-1.538,-144.836,212.952,55.786
0.999,1.667,-0.854,-118.530,122.070,-34.973
0.540,0.109,1.221,-27.954,63.416,-126.709
-0.217,-0.038,-0.432,-48.218,122.253,-156.921
-0.757,-0.011,-1.255,-72.815,125.854,-169.800
-0.860,0.131,-0.498,-105.835,61.584,-173.767
-1.365,0.303,-1.215,-95.764,33.203,-179.993
-1.896,-0.017,-0.471,-45.776,-16.724,-202.454
-2.406,-0.579,-0.834,17.883,-52.307,-212.463
-2.804,-1.355,-0.123,64.392,-114.502,-195.801
-2.830,-3.007,3.788,97.046,-158.508,-161.926
-2.361,-2.472,2.018,45.105,-37.720,-90.088
-2.199,-2.043,0.194,-77.515,23.560,-36.438
-2.043,-1.811,1.500,-42.114,-40.527,-23.437
-1.510,-2.036,1.890,-34.424,-82.214,-15.259
-1.321,-1.834,1.254,-99.243,-53.894,5.859
-0.900,-1.317,0.687,-120.239,-22.339,27.710
-0.698,-0.874,0.432,-111.206,-8.423,44.067
-0.113,-0.614,0.653,-111.877,1.526,59.753
0.087,-0.454,0.819,-66.162,10.498,66.345
0.254,-0.123,0.614,-29.053,23.254,67.566
0.519,-0.304,0.619,-17.212,23.682,62.012
0.630,-0.269,0.618,-11.902,9.888,59.692
0.635,-0.187,0.612,-19.409,-5.920,54.626
0.546,-0.156,0.706,-27.527,-21.484,48.218
0.472,-0.164,0.816,-34.729,-31.250,42.358
0.461,-0.165,0.845,-44.739,-31.616,39.307
0.423,-0.164,0.817,-46.997,-26.367,36.133
0.490,-0.220,0.854,-37.354,-18.677,30.945
0.539,-0.202,0.814,-28.931,-9.888,25.574
0.584,-0.205,0.783,-16.968,-5.310,18.372
0.628,-0.230,0.798,-2.930,-5.798,9.949
0.632,-0.273,0.812,3.967,-8.667,3.540
0.609,-0.283,0.826,6.470,-12.024,-1.282
0.553,-0.312,0.857,8.972,-16.846,-5.188
0.486,-0.346,0.887,14.221,-21.606,-8.240
0.439,-0.417,0.910,22.156,-23.926,-10.315
0.421,-0.498,0.961,30.518,-23.071,-10.498
0.382,-0.567,0.954,37.170,-19.409,-8.911
0.348,-0.629,0.995,39.246,-12.756,-5.493
0.338,-0.682,1.031,39.551,-5.249,-1.221
0.326,-0.680,1.021,37.415,2.258,3.967
0.330,-0.639,0.995,38.025,8.179,8.057
0.334,-0.599,0.983,41.687,12.390,11.536
0.362,-0.586,0.935,47.546,16.541,14.404
0.415,-0.591,0.899,53.589,21.179,16.357
0.450,-0.611,0.858,57.495,25.024,14.832
0.462,-0.664,0.804,54.260,27.649,9.155
0.466,-0.698,0.794,42.480,28.015,1.831
0.539,-0.694,0.843,27.832,26.489,-1.160
0.592,-0.716,0.826,15.686,23.682,2.380
0.612,-0.692,0.782,2.991,20.386,10.437
0.573,-0.665,0.811,-5.493,14.465,17.639
0.513,-0.648,0.853,-15.503,9.216,22.827
0.497,-0.602,0.866,-21.729,6.958,26.978
0.505,-0.572,0.825,-21.240,6.592,30.334
0.512,-0.552,0.768,-18.494,7.446,32.532
0.509,-0.543,0.763,-13.550,8.545,33.142
0.513,-0.546,0.778,-7.507,10.254,33.020
0.538,-0.540,0.774,-2.625,11.719,32.166
0.570,-0.525,0.770,5.371,10.742,30.579
0.583,-0.506,0.774,13.550,6.653,28.809
0.571,-0.510,0.778,18.799,2.136,27.039
0.538,-0.494,0.755,21.179,-1.709,25.574
0.502,-0.473,0.705,17.639,-4.028,25.269
0.479,-0.472,0.685,10.986,-5.615,25.574
0.453,-0.475,0.686,4.822,-6.042,26.123
0.431,-0.454,0.662,-0.061,-6.104,26.672
0.457,-0.440,0.661,-3.601,-4.761,26.489
